class,feature,weight
low_match,ability ability,-0.09541289106593133
low_match,ability betterment,-0.05055424746129055
low_match,ability deal,-0.0013932448312170883
low_match,ability identifying,-0.04138134445372526
low_match,ability stand,-0.002025874750036012
low_match,able,-0.09579868187469344
low_match,absolutdata,-0.1326689415231423
low_match,absolutdata research,-0.1326689415231423
low_match,ac,-0.03564745264837645
low_match,academic,0.10568889375692717
low_match,academic clustering,-0.04138134445372526
low_match,academy,-0.0674488909628809
low_match,academy deep,-0.051749531801394584
low_match,accelerated,-0.032425094477514196
low_match,accelerated management,-0.018202010271086873
low_match,accenture,0.12158583315226706
low_match,accenture software,0.2862221594382379
low_match,accepted,0.17323223487333397
low_match,accepted accounting,0.025698584753677502
low_match,accepted auditing,0.14964323481591713
low_match,access,-0.16348380592183973
low_match,access database,-0.174646685768626
low_match,access excel,-0.15847162792146846
low_match,access microsoft,-0.06286181937274926
low_match,access ms,-0.127883570873707
low_match,access outlook,0.044011721112339246
low_match,access powerpoint,-0.12754209281575446
low_match,access qa,-0.0887523106137525
low_match,access sap,-0.09488444762572099
low_match,accord,0.01500705627886397
low_match,accord alliance,0.01500705627886397
low_match,account,-0.37404725368270314
low_match,account analysis,0.09051189742927114
low_match,account assistant,-0.13574508273095443
low_match,account executive,-0.33224791795051895
low_match,account management,-0.17783750735014675
low_match,account manager,-0.25101894627453814
low_match,account reconciliation,-0.0047396062250790886
low_match,account reconciliations,0.026984840705866472
low_match,account solution,0.10355067387372584
low_match,accountancy,0.06338327415335408
low_match,accountant,0.7578849778402197
low_match,accountant account,0.03163190115952033
low_match,accountant accountant,0.36092442341057274
low_match,accountant accounting,-0.022176592077364672
low_match,accountant accounts,0.1467186547414177
low_match,accountant administrative,-0.14153424399531683
low_match,accountant arabic,0.10355067387372584
low_match,accountant assistant,0.0029474452851676915
low_match,accountant bookkeeper,0.042187309905612896
low_match,accountant corp,0.008976937177515427
low_match,accountant customer,0.021733691127359893
low_match,accountant financial,0.18413015342717973
low_match,accountant general,0.10408322720236805
low_match,accountant graduate,0.008976937177515427
low_match,accountant ii,-0.002033627380944127
low_match,accountant intern,-0.0013932448312170883
low_match,accountant office,0.07683780425903108
low_match,accountant position,-0.05055424746129055
low_match,accountant project,-0.1579155626735712
low_match,accountant senior,0.23434170432372192
low_match,accountant specializing,-0.02706652670073521
low_match,accountant staff,0.0368246229273636
low_match,accountant subcontract,-0.03383382494118038
low_match,accountant tax,-0.08576864311824536
low_match,accounting,0.355937689381179
low_match,accounting access,-0.06342378021163027
low_match,accounting account,0.01648391714152007
low_match,accounting accountant,-0.11916017506123734
low_match,accounting accounting,-0.031185742309685942
low_match,accounting accounts,0.05938647545744929
low_match,accounting administrative,0.025698584753677502
low_match,accounting administrator,-0.05055424746129055
low_match,accounting analytical,-0.05055424746129055
low_match,accounting auditing,-0.02771400894866532
low_match,accounting billing,-0.09815509834288311
low_match,accounting bookkeeping,0.19547650817249396
low_match,accounting business,-0.015508364368717477
low_match,accounting civil,-0.08318070161985906
low_match,accounting clerk,-0.13030094925319893
low_match,accounting company,0.5919558997953277
low_match,accounting compliance,-0.262400045910145
low_match,accounting computer,-0.003750722446892525
low_match,accounting database,-0.06342378021163027
low_match,accounting documents,-0.03383382494118038
low_match,accounting erp,0.008976937177515427
low_match,accounting expert,-0.06342378021163027
low_match,accounting finance,0.15903491416323112
low_match,accounting financial,0.18592671426571564
low_match,accounting funds,-0.06342378021163027
low_match,accounting general,0.07133103275504302
low_match,accounting internal,0.03820079824710402
low_match,accounting management,-0.14458243715710267
low_match,accounting manager,0.030968032154621947
low_match,accounting mis,-0.06787254136547721
low_match,accounting operations,0.024711512978501153
low_match,accounting packages,0.03820079824710402
low_match,accounting position,-0.0027687907331807025
low_match,accounting principles,0.025698584753677502
low_match,accounting procedures,0.10204743997751758
low_match,accounting processes,0.0011285794891337068
low_match,accounting project,-0.08318070161985906
low_match,accounting psychology,-0.0013932448312170883
low_match,accounting quickbooks,-0.017770135447340848
low_match,accounting requirements,0.021733691127359893
low_match,accounting researched,-0.06342378021163027
low_match,accounting skills,-0.21107498381325224
low_match,accounting software,-0.07926462139296023
low_match,accounting systems,-0.002960273476064281
low_match,accounting tax,-0.06700581249950892
low_match,accounts,0.3403212114939852
low_match,accounts business,-0.07532697693981126
low_match,accounts computer,-0.06342378021163027
low_match,accounts digital,-0.018202010271086873
low_match,accounts government,0.03182713806767718
low_match,accounts legal,-0.05055424746129055
low_match,accounts maintenance,0.17356065402807616
low_match,accounts managing,-0.07532697693981126
low_match,accounts payable,0.21922904145752362
low_match,accounts payables,0.029056791943477076
low_match,accounts receivable,0.004726039365135907
low_match,accounts receivables,0.05005637424994702
low_match,accrual,-0.0014816849255828049
low_match,accruals,0.10773318916461226
low_match,accruals ad,0.09108375466757994
low_match,accuracy,-0.40809666924627463
low_match,accurate,0.160312659724574
low_match,achieve,-0.09784807288419387
low_match,achieving,-0.1685618884316205
low_match,aci,0.4667120506602069
low_match,acquainted,-0.08855831581562423
low_match,acquainted norms,0.0965867275682689
low_match,acquisition,0.00983494685328667
low_match,acquisition data,0.0369050157618368
low_match,acquisition designing,0.03060416738193328
low_match,acquisition scheduling,0.019176506933788213
low_match,acquisition schematics,0.06120833476386656
low_match,acrobat,-0.12964397747152118
low_match,acrobat agency,-0.06342378021163027
low_match,acrobat photoshop,0.0051129980043381415
low_match,acronis,0.07835492087919921
low_match,acronis true,0.07835492087919921
low_match,act,-0.27454482831468024
low_match,act prevention,-0.34225802336263905
low_match,active,0.10043154957246407
low_match,active directory,0.05023145712629934
low_match,active noise,0.16628335385177795
low_match,actively,0.16399114979878568
low_match,actively seeking,0.16399114979878568
low_match,activities,0.01081867796947363
low_match,activities interviewed,0.021733691127359893
low_match,activities monitored,0.021733691127359893
low_match,acumen,-0.1126038362128398
low_match,acumen demand,-0.018202010271086873
low_match,ad,-0.08054965145258121
low_match,adapt,-0.13713894834933915
low_match,adapt new,-0.13713894834933915
low_match,adaptability,-0.17013313379086328
low_match,adaptability communication,-0.21107498381325224
low_match,addressing,0.03820079824710402
low_match,addressing firewall,0.03820079824710402
low_match,adept,0.13177820801052825
low_match,adjustments,0.041035950885208936
low_match,adjustments handling,-0.05069602586500785
low_match,administration,-0.4244943300868587
low_match,administration accounting,0.23557380876812986
low_match,administration amazon,-0.051749531801394584
low_match,administration bachelor,-0.02817013663618308
low_match,administration business,-0.13047883179053082
low_match,administration cash,-0.03383382494118038
low_match,administration communication,-0.08318070161985906
low_match,administration company,-0.050577158416186735
low_match,administration customer,0.0997754194047692
low_match,administration driving,0.08027758205864596
low_match,administration finance,-0.09710929229591382
low_match,administration international,-0.06766764988236076
low_match,administration microsoft,-0.09704418598341281
low_match,administration programming,0.03820079824710402
low_match,administration security,-0.5798255579145463
low_match,administration windows,0.014348330630288437
low_match,administrative,-0.42729960641887144
low_match,administrative agency,0.025698584753677502
low_match,administrative army,-0.03383382494118038
low_match,administrative assistant,0.09595981883682494
low_match,administrative cash,-0.006261633080190647
low_match,administrative cost,-0.04159121704244182
low_match,administrative finance,-0.03383382494118038
low_match,administrative manager,0.11169248251810499
low_match,administrative specialist,0.025698584753677502
low_match,administrative support,-0.38690730487922603
low_match,administrator,-0.43266624224067624
low_match,administrator accountant,0.1655759144594206
low_match,administrator assistant,-0.13572211807988735
low_match,administrator customer,-0.05055424746129055
low_match,administrator technical,-0.06782220449639945
low_match,admissions,-0.09704418598341281
low_match,adobe,-0.4550324919390788
low_match,adobe acrobat,-0.12964397747152118
low_match,adobe creative,0.0051129980043381415
low_match,adobe customer,-0.04159121704244182
low_match,adobe engineering,-0.002025874750036012
low_match,adobe illustrator,-0.06787254136547721
low_match,adobe photoshop,-0.25064838564526926
low_match,adp,0.13257255968668386
low_match,advance,0.06500362550736279
low_match,advance professional,-0.05055424746129055
low_match,advanced,-0.3055783587139779
low_match,advanced advanced,-0.0295373582999787
low_match,advanced anatomy,-0.002025874750036012
low_match,advanced bookkeeping,-0.017457534116634886
low_match,advanced computer,-0.0688715863623905
low_match,advanced construction,-0.09237021741760706
low_match,advanced critical,-0.05069602586500785
low_match,advanced data,-0.036404020542173746
low_match,advanced engineering,-0.05069602586500785
low_match,advanced excel,-0.08162873372113572
low_match,advanced intermediate,-0.022153018724984055
low_match,advanced knowledge,-0.0557929362081811
low_match,advanced presentation,-0.04159121704244182
low_match,advanced problem,-0.04159121704244182
low_match,advanced user,-0.01476867914998935
low_match,advancement,-0.2610202257620165
low_match,advancement accounting,-0.10530060507559175
low_match,advertising,-0.11993967273174451
low_match,advertising api,0.0051129980043381415
low_match,advertising architect,-0.06895570775381861
low_match,advertising competitive,-0.07594805165523985
low_match,advertising effective,-0.06895570775381861
low_match,advertising market,0.0051129980043381415
low_match,advertising marketing,-0.07594805165523985
low_match,advice,-0.3133657658859988
low_match,advice risk,-0.34225802336263905
low_match,advising,-0.04092216800059173
low_match,advisor,-0.1368984579730815
low_match,advisory,-0.21208983838225523
low_match,aeronautics,0.06586694401019413
low_match,aerospace,-0.4181556941865205
low_match,aerospace engineering,-0.11859343182323469
low_match,agency,0.05081044854246126
low_match,agency audit,0.025698584753677502
low_match,agency auditing,-0.0013932448312170883
low_match,agency backup,-0.03383382494118038
low_match,agency balance,-0.06342378021163027
low_match,agile,0.12439427797963502
low_match,agile analyst,0.08027758205864596
low_match,agile methodology,0.07204297238024522
low_match,agile scrum,0.01949746095647571
low_match,agile ui,0.08027758205864596
low_match,agricultural,0.24519552678023018
low_match,agricultural produce,0.24519552678023018
low_match,ai,-0.5619963950672263
low_match,ai development,-0.2715982265919882
low_match,ai integration,-0.7270753508203199
low_match,ai tech,0.15836526658006608
low_match,aia,-0.13073745456403235
low_match,aid,0.05527101041259321
low_match,aid accounting,-0.05055424746129055
low_match,aid html,0.03060416738193328
low_match,aid understanding,0.01988838849827485
low_match,aide,-0.14404562593695122
low_match,air,0.0669117241892565
low_match,air force,0.06503359751559717
low_match,aircraft,-0.15619271038212545
low_match,aircraft maintenance,-0.10412847358808386
low_match,airframe,0.06586694401019413
low_match,airframe power,0.06586694401019413
low_match,aix,0.31114136710680473
low_match,al,-0.06787254136547721
low_match,al ghannam,-0.06787254136547721
low_match,alb,-0.23615042804243788
low_match,alb ec2,-0.23615042804243788
low_match,algebra,0.12366050991215286
low_match,algebra editing,0.041220169970717535
low_match,algebra geometry,0.08244033994143507
low_match,algore,-0.0046903733936678365
low_match,algore fea,-0.0046903733936678365
low_match,algorithm,-0.5861433291760266
low_match,algorithm analysis,-0.18127235014686627
low_match,algorithm design,-0.07136768969866603
low_match,algorithm development,-0.03484612070146119
low_match,algorithm outcome,0.01988838849827485
low_match,algorithm research,-0.18127235014686627
low_match,algorithmic,0.0625199061373096
low_match,algorithmic synthesis,0.0625199061373096
low_match,algorithms,-0.06288773745419207
low_match,algorithms deep,-0.08284068096206515
low_match,algorithms natural,-0.02413412044279705
low_match,algorithms python,0.4211007514097956
low_match,algorithms utilizing,-0.04138134445372526
low_match,alignment,-0.03577605005395533
low_match,alliance,0.026170709105177613
low_match,alliance knowledge,0.01500705627886397
low_match,allocation,-0.11738759180207504
low_match,allocation sql,-0.05597168981521852
low_match,allow,-0.04544898053834739
low_match,allow professional,-0.006261633080190647
low_match,allowing,-0.06787254136547721
low_match,allowing perform,-0.06787254136547721
low_match,alternative,0.08027758205864596
low_match,alternative triplingo,0.08027758205864596
low_match,amazon,-0.1392881515071888
low_match,amazon web,-0.051749531801394584
low_match,ames,-0.02348414801265021
low_match,ames research,-0.02348414801265021
low_match,amis,0.03820079824710402
low_match,amis moodle,0.03820079824710402
low_match,amounts,0.0965867275682689
low_match,amounts data,0.0965867275682689
low_match,amz,-0.11005674992624552
low_match,amz loans,-0.11005674992624552
low_match,analog,0.14062471922484782
low_match,analog digital,0.14062471922484782
low_match,analysis,-0.4311141661737815
low_match,analysis access,-0.04159121704244182
low_match,analysis accord,0.01500705627886397
low_match,analysis account,0.019419166984911623
low_match,analysis accountant,0.025698584753677502
low_match,analysis artificial,0.053729543673923796
low_match,analysis associate,0.25786562292991905
low_match,analysis audit,-0.020402686292023877
low_match,analysis automation,0.12684289966057796
low_match,analysis big,0.019674953502638075
low_match,analysis budget,0.023460000459939897
low_match,analysis business,0.2899664219264414
low_match,analysis coating,-0.05069602586500785
low_match,analysis commercial,0.1630149855171813
low_match,analysis complex,0.17450069357797146
low_match,analysis computer,-0.17129333619418535
low_match,analysis content,0.0051129980043381415
low_match,analysis conversational,0.15836526658006608
low_match,analysis credit,-0.10755975624606832
low_match,analysis data,-0.022181201897043364
low_match,analysis database,-0.025096151468634312
low_match,analysis deep,0.28645965198556567
low_match,analysis director,0.0051129980043381415
low_match,analysis documentation,0.21603315403859938
low_match,analysis eda,0.07115162834988754
low_match,analysis financial,-0.044103796418905834
low_match,analysis fmea,-0.10648703035889028
low_match,analysis forecasting,0.041220169970717535
low_match,analysis grading,0.041220169970717535
low_match,analysis internal,0.031124493353970512
low_match,analysis invoice,0.025698584753677502
low_match,analysis l1,-0.022617386060351262
low_match,analysis leadership,-0.07713576313826506
low_match,analysis linear,-0.017407771834510265
low_match,analysis machine,0.2843479125099052
low_match,analysis ml,-0.18127235014686627
low_match,analysis model,-0.817417388290021
low_match,analysis modelling,-0.04138134445372526
low_match,analysis native,-0.22362271373505344
low_match,analysis natural,-0.14224245394060292
low_match,analysis nlp,-0.0804876946918503
low_match,analysis object,0.1630149855171813
low_match,analysis opencv,-0.004400910739886597
low_match,analysis operational,0.041220169970717535
low_match,analysis optimization,-0.07494514505507843
low_match,analysis packaging,0.02890493362974009
low_match,analysis performance,0.05809265088318906
low_match,analysis planning,0.15062648854284616
low_match,analysis prediction,-0.026548759115041416
low_match,analysis predictive,-0.17671937552420838
low_match,analysis process,0.0031868353339405005
low_match,analysis project,-0.5354274489915736
low_match,analysis python,-0.16010780231513563
low_match,analysis requirement,0.2330711862541654
low_match,analysis software,0.5516051352190418
low_match,analysis solution,-0.08568269963853668
low_match,analysis sql,0.0810723898864794
low_match,analysis static,0.12684289966057796
low_match,analysis statistical,-0.19173503214682566
low_match,analysis tableau,-0.032733210162834175
low_match,analysis tax,0.15330991388537693
low_match,analysis team,0.041220169970717535
low_match,analysis tech,0.031090089208457527
low_match,analysis technical,0.13904404597765951
low_match,analysis techniques,0.03820079824710402
low_match,analysis time,0.3323803135814565
low_match,analysis transformers,0.15836526658006608
low_match,analysis vendor,-0.06895570775381861
low_match,analysis voucher,-0.16648886770598814
low_match,analysis want,-0.02413412044279705
low_match,analyst,-0.2606546274495651
low_match,analyst account,0.041220169970717535
low_match,analyst apple,0.08027758205864596
low_match,analyst business,0.11820653015593119
low_match,analyst currently,-0.19423905755708598
low_match,analyst data,0.2883277256952624
low_match,analyst database,-0.035872868106239394
low_match,analyst design,0.5876207543429118
low_match,analyst documentation,-0.04159121704244182
low_match,analyst environmental,-0.04138134445372526
low_match,analyst expert,0.03573076343603265
low_match,analyst financial,-0.10843712962925386
low_match,analyst hardware,-0.22990474389271873
low_match,analyst intern,0.17014337573104088
low_match,analyst junior,0.07199749005960598
low_match,analyst machine,-0.2783810613539196
low_match,analyst machinery,0.39874993586033647
low_match,analyst project,0.0009180505452884771
low_match,analyst public,-0.04159121704244182
low_match,analyst pyspark,-0.02413412044279705
low_match,analyst relationship,0.07572892967091376
low_match,analyst software,0.04779988508363666
low_match,analyst staff,-0.02017060785733152
low_match,analyst support,-0.20672651184925167
low_match,analyst tech,-0.1996955014091814
low_match,analyst trainee,-0.20328423606520826
low_match,analytical,-0.6955636923257971
low_match,analytical ability,-0.18437209646923172
low_match,analytical business,-0.018202010271086873
low_match,analytical organizational,0.001231633526489913
low_match,analytical problem,-0.052809570497839714
low_match,analytical reasoning,0.08341974658281347
low_match,analytical skills,-0.49331757323298747
low_match,analytical tactical,-0.04159121704244182
low_match,analytical thinking,-0.13738697909616357
low_match,analytical tools,-0.1047048666831248
low_match,analytics,0.12725690628149153
low_match,analytics artificial,0.014647562053267364
low_match,analytics associate,0.1816393338300125
low_match,analytics big,0.15561068251383306
low_match,analytics business,-0.2184891070702677
low_match,analytics cross,0.4533004294431014
low_match,analytics data,-0.06530678809411913
low_match,analytics database,0.05948139808546656
low_match,analytics deep,0.0625199061373096
low_match,analytics degree,-0.04138134445372526
low_match,analytics environmental,-0.04138134445372526
low_match,analytics erc,0.017744301398696274
low_match,analytics excel,-0.18584242311326957
low_match,analytics extract,-0.08044905557518187
low_match,analytics insights,0.05948139808546656
low_match,analytics java,-0.022105070270248287
low_match,analytics jumpstart,0.02394689582534977
low_match,analytics learning,0.04472669486023372
low_match,analytics linear,0.23934769748008689
low_match,analytics logistic,0.029939612825735977
low_match,analytics machine,0.3796227292978387
low_match,analytics mechanical,-0.018202010271086873
low_match,analytics natural,-0.07258008742861025
low_match,analytics pivot,-0.1047048666831248
low_match,analytics portfolio,-0.051749531801394584
low_match,analytics predictive,0.022985037638206175
low_match,analytics production,-0.25475240660128834
low_match,analytics project,0.013734832489229467
low_match,analytics python,-0.14991749075366864
low_match,analytics software,0.14677944064790258
low_match,analytics sql,0.1630149855171813
low_match,analytics statistical,-0.2517606348504012
low_match,analytics support,-0.018202010271086873
low_match,analytics tableau,-0.25475240660128834
low_match,analytics tech,0.006302274324038466
low_match,analytics using,-0.026548759115041416
low_match,analytics utilize,-0.10279740940443802
low_match,analytics working,-0.14230956950391077
low_match,analyze,0.03225354028020642
low_match,analyzing,0.1704703095099619
low_match,analyzing interpreting,-0.004608779875779427
low_match,analyzing logging,0.03060416738193328
low_match,anatomy,0.024080709703359782
low_match,anatomy benchmarking,0.02890493362974009
low_match,anatomy knowledge,-0.002025874750036012
low_match,anc,0.16628335385177795
low_match,android,0.7631940850903322
low_match,android developer,0.30011678037994616
low_match,android development,0.6002335607598923
low_match,android ios,0.08632374729307822
low_match,android tech,0.019514266036377806
low_match,angular,-0.019949046206074846
low_match,angular html,0.009140009535433608
low_match,angularjs,0.015555732276103103
low_match,ann,0.06727197581904111
low_match,ann rnn,-0.08284068096206515
low_match,annual,-0.05435875036337138
low_match,annual budget,-0.0034915068233269775
low_match,annual reports,-0.05500812256542047
low_match,anova,-0.16487854304166377
low_match,anova neural,-0.08044905557518187
low_match,ansys,-0.436888400225148
low_match,ansys labview,-0.0046903733936678365
low_match,ansys microsoft,0.02890493362974009
low_match,ap,-0.012791200545847897
low_match,ap balance,0.020202354246269788
low_match,ap critical,0.019176506933788213
low_match,apache,0.11371957109155656
low_match,apache hive,0.02394689582534977
low_match,apache pig,0.02394689582534977
low_match,api,-0.6810902358086347
low_match,api application,-0.04437615530687625
low_match,api approach,0.0017134178840584506
low_match,api automation,0.018058737901437596
low_match,api benefits,0.0051129980043381415
low_match,api design,-0.47262165248003585
low_match,api integration,-0.22362271373505344
low_match,api soa,-0.016539546980431117
low_match,api tcp,0.09091091912385628
low_match,apis,-0.03528009674163157
low_match,apis git,0.07857155909114188
low_match,app,0.124043480510342
low_match,app development,-0.06640925101191567
low_match,apparel,0.8607397745307486
low_match,apparel sourcing,0.8607397745307486
low_match,appearance,-0.09237021741760706
low_match,appearance involved,-0.09237021741760706
low_match,apple,0.19139130195227338
low_match,apple automation,0.08027758205864596
low_match,application,0.0127283664406676
low_match,application analysis,-0.04437615530687625
low_match,application building,0.28187025930353843
low_match,application development,-0.13058110704220668
low_match,application problems,-0.40470091803874597
low_match,application programming,0.32860639685378584
low_match,application review,0.013727128144524266
low_match,application support,-0.04627257827732316
low_match,applications,-0.2393804607655603
low_match,applications analysis,0.1630149855171813
low_match,applications company,0.013727128144524266
low_match,applications computer,-0.08044905557518187
low_match,applications credit,0.013727128144524266
low_match,applications databases,-0.11228145004431973
low_match,applications excellent,-0.05055424746129055
low_match,applications invoicing,-0.011005364788055704
low_match,applications kpmmc,-0.08044905557518187
low_match,applications mail,-0.04437615530687625
low_match,applications multi,-0.09237021741760706
low_match,applications office,-0.059181393486351326
low_match,applications specialist,0.09860585426033401
low_match,applications unix,-0.04437615530687625
low_match,applications use,0.04725036185246617
low_match,applications windows,-0.07915781724082903
low_match,applied,0.10928308737731258
low_match,applied graphics,-0.018202010271086873
low_match,applied imaging,-0.018202010271086873
low_match,applied machine,0.12197333021000736
low_match,applied science,-0.04893323296560509
low_match,apply,-0.16193636154100916
low_match,apply abilities,-0.0013932448312170883
low_match,apply skills,-0.06535778109531301
low_match,apply technical,-0.05339582393157387
low_match,appointment,0.08208866022878136
low_match,appointment management,0.08208866022878136
low_match,appreciation,-0.04138134445372526
low_match,appreciation makes,-0.04138134445372526
low_match,apprentice,0.08483850805948967
low_match,apprenticeship,0.08483850805948967
low_match,apprenticeship company,0.08483850805948967
low_match,approach,0.12534486876088416
low_match,approach atl,0.0017134178840584506
low_match,approach ml,0.04472669486023372
low_match,appropriate,-0.0034915068233269775
low_match,appropriate party,-0.0034915068233269775
low_match,approval,-0.13197079189357352
low_match,approval appropriate,-0.0034915068233269775
low_match,approver,0.009358838866430817
low_match,approver proof,0.009358838866430817
low_match,apps,0.20069625621120699
low_match,apqp,0.025763596995756376
low_match,apqp dvp,0.02890493362974009
low_match,apqp pfmea,0.02890493362974009
low_match,apqp ppap,0.02890493362974009
low_match,aptitude,-0.037482144587593885
low_match,aptitude credit,0.013727128144524266
low_match,aptitude proficient,-0.002025874750036012
low_match,ar,-0.11209286426872894
low_match,ar aging,0.001231633526489913
low_match,ar billing,-0.07131539081183637
low_match,arabic,0.2602648662665059
low_match,arabic balance,0.13013243313325296
low_match,arabic english,0.10355067387372584
low_match,aramark,0.2360134612361092
low_match,aramark service,0.2360134612361092
low_match,arbitration,0.017744301398696274
low_match,arbitration neural,0.017744301398696274
low_match,architect,-0.08968844741643592
low_match,architect asset,-0.06895570775381861
low_match,architecting,-0.1331184201356708
low_match,architecting best,-0.1331184201356708
low_match,architectural,-0.20721877504266273
low_match,architectural designs,-0.09237021741760706
low_match,architectural drafting,-0.1236082905879699
low_match,architecture,0.4271653678848569
low_match,architecture analysis,-0.010437625726187349
low_match,architecture database,-0.04437615530687625
low_match,architectures,0.14451599687414093
low_match,architectures reaction,0.0625199061373096
low_match,architectures worked,0.09824507566678799
low_match,arcview,0.16323337305700464
low_match,arduino,-0.5844919440919762
low_match,arduino ide,-0.25485056486983904
low_match,arduino network,-0.2606496164292801
low_match,area,0.00795461804375655
low_match,area network,0.09675695235288503
low_match,areas,0.1990812736485832
low_match,areas assisted,-0.06342378021163027
low_match,army,0.04674457490262877
low_match,army agency,-0.03383382494118038
low_match,arrangements,-0.12298251389744325
low_match,arrangements correspondence,-0.03383382494118038
low_match,array,0.19559428241903418
low_match,arsenal,-0.02413412044279705
low_match,arsenal application,-0.02413412044279705
low_match,art,0.16977799123548862
low_match,articulate,-0.0034915068233269775
low_match,articulate atm,-0.0034915068233269775
low_match,artificial,-0.30789037624398596
low_match,artificial intelligence,-0.30789037624398596
low_match,arts,-0.18885862088582472
low_match,arts association,-0.21107498381325224
low_match,arts company,0.062206433719574655
low_match,arts economics,-0.04159121704244182
low_match,as400,0.044305601547727565
low_match,as9100,-0.046959320797710355
low_match,as9100 standards,-0.0046903733936678365
low_match,asm,0.09824507566678799
low_match,asm management,0.09824507566678799
low_match,asp,-0.10177215173113928
low_match,asp net,-0.04072960013221274
low_match,asp xml,-0.052809570497839714
low_match,aspen,0.0625199061373096
low_match,aspen minitab,0.0625199061373096
low_match,assembler,-0.23571825543803304
low_match,assembly,-0.0998499141265532
low_match,assembly intel,0.018058737901437596
low_match,assembly line,-0.05339582393157387
low_match,assessment,-0.2749909922030945
low_match,assessment methods,-0.04138134445372526
low_match,assessment policy,-0.34225802336263905
low_match,asset,-0.05249979292652282
low_match,asset liability,0.001231633526489913
low_match,asset management,-0.02099364668931864
low_match,assets,0.4630264080455781
low_match,assets forecasting,0.17341411582926816
low_match,assets funds,-0.018351433747758092
low_match,assets general,0.006779831482858062
low_match,assets managing,0.001231633526489913
low_match,assets prepaid,-0.0034915068233269775
low_match,assets sales,0.001231633526489913
low_match,assigned,-0.05950454074569748
low_match,assigned tasks,-0.058384894504611165
low_match,assigned works,-0.0034915068233269775
low_match,assignment,-0.17929721254559453
low_match,assignment execution,-0.17264995646552156
low_match,assist,0.03422951593413174
low_match,assist workforce,0.0737404885837947
low_match,assistance,-0.1491254054232995
low_match,assistance account,0.041220169970717535
low_match,assistance voucher,-0.16648886770598814
low_match,assistant,0.11796884719938816
low_match,assistant account,-0.06787254136547721
